aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
52,67,2023-07-30:08,1.3,67.3,16.7,13,9.3,2023-07-30T13:30:00,2023-07-30T08:00:00,1690704000
42,68,2023-07-30:07,1.7,60.7,16.3,10,9.7,2023-07-30T12:30:00,2023-07-30T07:00:00,1690700400
29,69,2023-07-30:06,2,54,16,7,10,2023-07-30T11:30:00,2023-07-30T06:00:00,1690696800
33,73,2023-07-30:05,3,45.7,15.7,8,11.7,2023-07-30T10:30:00,2023-07-30T05:00:00,1690693200
50,77,2023-07-30:04,4,37.3,15.3,12,13.3,2023-07-30T09:30:00,2023-07-30T04:00:00,1690689600
37,81,2023-07-30:03,5,29,15,9,15,2023-07-30T08:30:00,2023-07-30T03:00:00,1690686000
42,77.7,2023-07-30:02,5.3,29,13.7,10,14.7,2023-07-30T07:30:00,2023-07-30T02:00:00,1690682400
37,74.3,2023-07-30:01,5.7,29,12.3,9,14.3,2023-07-30T06:30:00,2023-07-30T01:00:00,1690678800
50,71,2023-07-30:00,6,29,11,8.25,14,2023-07-30T05:30:00,2023-07-30T00:00:00,1690675200
46,74.7,2023-07-29:23,6,31,11.7,11,14.7,2023-07-30T04:30:00,2023-07-29T23:00:00,1690671600
52,78.3,2023-07-29:22,6,33,12.3,9.25,15.3,2023-07-30T03:30:00,2023-07-29T22:00:00,1690668000
56,82,2023-07-29:21,6,35,13,9.75,16,2023-07-30T02:30:00,2023-07-29T21:00:00,1690664400
52,88,2023-07-29:20,6.7,36.3,14.3,13,16.7,2023-07-30T01:30:00,2023-07-29T20:00:00,1690660800
50,94,2023-07-29:19,7.3,37.7,15.7,12,17.3,2023-07-30T00:30:00,2023-07-29T19:00:00,1690657200
46,100,2023-07-29:18,8,39,17,11,18,2023-07-29T23:30:00,2023-07-29T18:00:00,1690653600
46,101,2023-07-29:17,8,41.3,17.3,11,17.3,2023-07-29T22:30:00,2023-07-29T17:00:00,1690650000
37,102,2023-07-29:16,8,43.7,17.7,9,16.7,2023-07-29T21:30:00,2023-07-29T16:00:00,1690646400
50,103,2023-07-29:15,8,46,18,12,16,2023-07-29T20:30:00,2023-07-29T15:00:00,1690642800
56,97.7,2023-07-29:14,6.7,52.3,18.3,15,14.7,2023-07-29T19:30:00,2023-07-29T14:00:00,1690639200
42,92.3,2023-07-29:13,5.3,58.7,18.7,10,13.3,2023-07-29T18:30:00,2023-07-29T13:00:00,1690635600
46,87,2023-07-29:12,4,65,19,11,12,2023-07-29T17:30:00,2023-07-29T12:00:00,1690632000
54,82.3,2023-07-29:11,3.3,65,20.7,14,11,2023-07-29T16:30:00,2023-07-29T11:00:00,1690628400
30,77.7,2023-07-29:10,2.7,65,22.3,7,10,2023-07-29T15:30:00,2023-07-29T10:00:00,1690624800
30,73,2023-07-29:09,2,65,24,6,9,2023-07-29T14:30:00,2023-07-29T09:00:00,1690621200
29,72.7,2023-07-29:08,2,62.3,21.7,7,9.7,2023-07-29T13:30:00,2023-07-29T08:00:00,1690617600
28,72.3,2023-07-29:07,2,59.7,19.3,5,10.3,2023-07-29T12:30:00,2023-07-29T07:00:00,1690614000
26,72,2023-07-29:06,2,57,17,6,11,2023-07-29T11:30:00,2023-07-29T06:00:00,1690610400
25,73.7,2023-07-29:05,2.3,50,13.7,6,12.7,2023-07-29T10:30:00,2023-07-29T05:00:00,1690606800
20,75.3,2023-07-29:04,2.7,43,10.3,3,14.3,2023-07-29T09:30:00,2023-07-29T04:00:00,1690603200
21,77,2023-07-29:03,3,36,7,5,16,2023-07-29T08:30:00,2023-07-29T03:00:00,1690599600
29,76,2023-07-29:02,3.7,34.7,6.7,5,16.3,2023-07-29T07:30:00,2023-07-29T02:00:00,1690596000
33,75,2023-07-29:01,4.3,33.3,6.3,4.75,16.7,2023-07-29T06:30:00,2023-07-29T01:00:00,1690592400
25,74,2023-07-29:00,5,32,6,6,17,2023-07-29T05:30:00,2023-07-29T00:00:00,1690588800
37,76,2023-07-28:23,5,34.3,6,4.5,16.7,2023-07-29T04:30:00,2023-07-28T23:00:00,1690585200
33,78,2023-07-28:22,5,36.7,6,4.5,16.3,2023-07-29T03:30:00,2023-07-28T22:00:00,1690581600
46,80,2023-07-28:21,5,39,6,4.5,16,2023-07-29T02:30:00,2023-07-28T21:00:00,1690578000
50,84,2023-07-28:20,5.3,40,7,5.25,16.3,2023-07-29T01:30:00,2023-07-28T20:00:00,1690574400
46,88,2023-07-28:19,5.7,41,8,6,16.7,2023-07-29T00:30:00,2023-07-28T19:00:00,1690570800
50,92,2023-07-28:18,6,42,9,6.75,17,2023-07-28T23:30:00,2023-07-28T18:00:00,1690567200
50,96.3,2023-07-28:17,6.7,44.7,11,8.25,17,2023-07-28T22:30:00,2023-07-28T17:00:00,1690563600
46,100.7,2023-07-28:16,7.3,47.3,13,11,17,2023-07-28T21:30:00,2023-07-28T16:00:00,1690560000
54,105,2023-07-28:15,8,50,15,14,17,2023-07-28T20:30:00,2023-07-28T15:00:00,1690556400
54,97.7,2023-07-28:14,6.3,53.7,15.7,14,15.3,2023-07-28T19:30:00,2023-07-28T14:00:00,1690552800
50,90.3,2023-07-28:13,4.7,57.3,16.3,12,13.7,2023-07-28T18:30:00,2023-07-28T13:00:00,1690549200
56,83,2023-07-28:12,3,61,17,15,12,2023-07-28T17:30:00,2023-07-28T12:00:00,1690545600
52,79.7,2023-07-28:11,2.3,64.7,16.7,13,11.3,2023-07-28T16:30:00,2023-07-28T11:00:00,1690542000
56,76.3,2023-07-28:10,1.7,68.3,16.3,15,10.7,2023-07-28T15:30:00,2023-07-28T10:00:00,1690538400
52,73,2023-07-28:09,1,72,16,13,10,2023-07-28T14:30:00,2023-07-28T09:00:00,1690534800
61,74.3,2023-07-28:08,1.3,67.7,14,10.5,10.3,2023-07-28T13:30:00,2023-07-28T08:00:00,1690531200
56,75.7,2023-07-28:07,1.7,63.3,12,9,10.7,2023-07-28T12:30:00,2023-07-28T07:00:00,1690527600
46,77,2023-07-28:06,2,59,10,7.5,11,2023-07-28T11:30:00,2023-07-28T06:00:00,1690524000
42,78.3,2023-07-28:05,2.3,51.3,8.3,6.25,11.7,2023-07-28T10:30:00,2023-07-28T05:00:00,1690520400
25,79.7,2023-07-28:04,2.7,43.7,6.7,6,12.3,2023-07-28T09:30:00,2023-07-28T04:00:00,1690516800
37,81,2023-07-28:03,3,36,5,3.75,13,2023-07-28T08:30:00,2023-07-28T03:00:00,1690513200
42,79,2023-07-28:02,3.7,34,4.3,3.25,13,2023-07-28T07:30:00,2023-07-28T02:00:00,1690509600
33,77,2023-07-28:01,4.3,32,3.7,2.75,13,2023-07-28T06:30:00,2023-07-28T01:00:00,1690506000
37,75,2023-07-28:00,5,30,3,2.25,13,2023-07-28T05:30:00,2023-07-28T00:00:00,1690502400
29,75.3,2023-07-27:23,5,30.7,3,2.25,12.7,2023-07-28T04:30:00,2023-07-27T23:00:00,1690498800
25,75.7,2023-07-27:22,5,31.3,3,2.25,12.3,2023-07-28T03:30:00,2023-07-27T22:00:00,1690495200
37,76,2023-07-27:21,5,32,3,2.25,12,2023-07-28T02:30:00,2023-07-27T21:00:00,1690491600
17,77.7,2023-07-27:20,5.3,33.3,3.3,2.5,12.7,2023-07-28T01:30:00,2023-07-27T20:00:00,1690488000
16,79.3,2023-07-27:19,5.7,34.7,3.7,2,13.3,2023-07-28T00:30:00,2023-07-27T19:00:00,1690484400
17,81,2023-07-27:18,6,36,4,2,14,2023-07-27T23:30:00,2023-07-27T18:00:00,1690480800
16,84.7,2023-07-27:17,6.3,35.7,4.3,3,14.7,2023-07-27T22:30:00,2023-07-27T17:00:00,1690477200
17,88.3,2023-07-27:16,6.7,35.3,4.7,4,15.3,2023-07-27T21:30:00,2023-07-27T16:00:00,1690473600
16,92,2023-07-27:15,7,35,5,2,16,2023-07-27T20:30:00,2023-07-27T15:00:00,1690470000
37,90.3,2023-07-27:14,6.7,35.3,6.3,4.75,15.3,2023-07-27T19:30:00,2023-07-27T14:00:00,1690466400
17,88.7,2023-07-27:13,6.3,35.7,7.7,4,14.7,2023-07-27T18:30:00,2023-07-27T13:00:00,1690462800
17,87,2023-07-27:12,6,36,9,2,14,2023-07-27T17:30:00,2023-07-27T12:00:00,1690459200
16,83,2023-07-27:11,5.7,35.7,7.3,1,13.7,2023-07-27T16:30:00,2023-07-27T11:00:00,1690455600
17,79,2023-07-27:10,5.3,35.3,5.7,4,13.3,2023-07-27T15:30:00,2023-07-27T10:00:00,1690452000
25,75,2023-07-27:09,5,35,4,3,13,2023-07-27T14:30:00,2023-07-27T09:00:00,1690448400
16,74.3,2023-07-27:08,4.7,34.7,4,1,12.3,2023-07-27T13:30:00,2023-07-27T08:00:00,1690444800
16,73.7,2023-07-27:07,4.3,34.3,4,3,11.7,2023-07-27T12:30:00,2023-07-27T07:00:00,1690441200
16,73,2023-07-27:06,4,34,4,3,11,2023-07-27T11:30:00,2023-07-27T06:00:00,1690437600
16,71.7,2023-07-27:05,4,34.3,4,2,10.3,2023-07-27T10:30:00,2023-07-27T05:00:00,1690434000
16,70.3,2023-07-27:04,4,34.7,4,1,9.7,2023-07-27T09:30:00,2023-07-27T04:00:00,1690430400
17,69,2023-07-27:03,4,35,4,4,9,2023-07-27T08:30:00,2023-07-27T03:00:00,1690426800
17,66.3,2023-07-27:02,4,34.7,4,4,9,2023-07-27T07:30:00,2023-07-27T02:00:00,1690423200
37,63.7,2023-07-27:01,4,34.3,4,3,9,2023-07-27T06:30:00,2023-07-27T01:00:00,1690419600
33,61,2023-07-27:00,4,34,4,3,9,2023-07-27T05:30:00,2023-07-27T00:00:00,1690416000
37,63.7,2023-07-26:23,4,36.3,3.7,2.75,10.7,2023-07-27T04:30:00,2023-07-26T23:00:00,1690412400
42,66.3,2023-07-26:22,4,38.7,3.3,2.5,12.3,2023-07-27T03:30:00,2023-07-26T22:00:00,1690408800
46,69,2023-07-26:21,4,41,3,2.25,14,2023-07-27T02:30:00,2023-07-26T21:00:00,1690405200
54,74.7,2023-07-26:20,4.7,42.3,3.7,2.75,14,2023-07-27T01:30:00,2023-07-26T20:00:00,1690401600
56,80.3,2023-07-26:19,5.3,43.7,4.3,3.25,14,2023-07-27T00:30:00,2023-07-26T19:00:00,1690398000
52,86,2023-07-26:18,6,45,5,3.75,14,2023-07-26T23:30:00,2023-07-26T18:00:00,1690394400
33,95,2023-07-26:17,7,44.7,6.3,4.75,15.3,2023-07-26T22:30:00,2023-07-26T17:00:00,1690390800
29,104,2023-07-26:16,8,44.3,7.7,7,16.7,2023-07-26T21:30:00,2023-07-26T16:00:00,1690387200
33,113,2023-07-26:15,9,44,9,8,18,2023-07-26T20:30:00,2023-07-26T15:00:00,1690383600
29,112,2023-07-26:14,8.3,44.3,9.3,7,18,2023-07-26T19:30:00,2023-07-26T14:00:00,1690380000
29,111,2023-07-26:13,7.7,44.7,9.7,7,18,2023-07-26T18:30:00,2023-07-26T13:00:00,1690376400
25,110,2023-07-26:12,7,45,10,6,18,2023-07-26T17:30:00,2023-07-26T12:00:00,1690372800
33,104.3,2023-07-26:11,6.3,45.3,9.3,8,16.7,2023-07-26T16:30:00,2023-07-26T11:00:00,1690369200
33,98.7,2023-07-26:10,5.7,45.7,8.7,8,15.3,2023-07-26T15:30:00,2023-07-26T10:00:00,1690365600
25,93,2023-07-26:09,5,46,8,6,14,2023-07-26T14:30:00,2023-07-26T09:00:00,1690362000
21,94.3,2023-07-26:08,5,44.7,7.3,4,14.3,2023-07-26T13:30:00,2023-07-26T08:00:00,1690358400
21,95.7,2023-07-26:07,5,43.3,6.7,5,14.7,2023-07-26T12:30:00,2023-07-26T07:00:00,1690354800
19,97,2023-07-26:06,5,42,6,3,15,2023-07-26T11:30:00,2023-07-26T06:00:00,1690351200
19,92,2023-07-26:05,4.7,40.7,5.7,4,13.7,2023-07-26T10:30:00,2023-07-26T05:00:00,1690347600
18,87,2023-07-26:04,4.3,39.3,5.3,4,12.3,2023-07-26T09:30:00,2023-07-26T04:00:00,1690344000
18,82,2023-07-26:03,4,38,5,4,11,2023-07-26T08:30:00,2023-07-26T03:00:00,1690340400
17,78,2023-07-26:02,4.3,37.3,4,4,11.3,2023-07-26T07:30:00,2023-07-26T02:00:00,1690336800
21,74,2023-07-26:01,4.7,36.7,3,2.25,11.7,2023-07-26T06:30:00,2023-07-26T01:00:00,1690333200
17,70,2023-07-26:00,5,36,2,2,12,2023-07-26T05:30:00,2023-07-26T00:00:00,1690329600
17,71.7,2023-07-25:23,5,36.3,2.3,1.75,12.3,2023-07-26T04:30:00,2023-07-25T23:00:00,1690326000
17,73.3,2023-07-25:22,5,36.7,2.7,2,12.7,2023-07-26T03:30:00,2023-07-25T22:00:00,1690322400
29,75,2023-07-25:21,5,37,3,2.25,13,2023-07-26T02:30:00,2023-07-25T21:00:00,1690318800
29,79.3,2023-07-25:20,5.3,38.3,4,3,13.3,2023-07-26T01:30:00,2023-07-25T20:00:00,1690315200
29,83.7,2023-07-25:19,5.7,39.7,5,3.75,13.7,2023-07-26T00:30:00,2023-07-25T19:00:00,1690311600
25,88,2023-07-25:18,6,41,6,6,14,2023-07-25T23:30:00,2023-07-25T18:00:00,1690308000
42,93.3,2023-07-25:17,6.7,41,7.3,5.5,15,2023-07-25T22:30:00,2023-07-25T17:00:00,1690304400
25,98.7,2023-07-25:16,7.3,41,8.7,6,16,2023-07-25T21:30:00,2023-07-25T16:00:00,1690300800
19,104,2023-07-25:15,8,41,10,4,17,2023-07-25T20:30:00,2023-07-25T15:00:00,1690297200
25,97.3,2023-07-25:14,6.7,44,10.7,6,15.3,2023-07-25T19:30:00,2023-07-25T14:00:00,1690293600
22,90.7,2023-07-25:13,5.3,47,11.3,5,13.7,2023-07-25T18:30:00,2023-07-25T13:00:00,1690290000
23,84,2023-07-25:12,4,50,12,3,12,2023-07-25T17:30:00,2023-07-25T12:00:00,1690286400
25,81.7,2023-07-25:11,3.7,50.3,10.3,6,11.7,2023-07-25T16:30:00,2023-07-25T11:00:00,1690282800
33,79.3,2023-07-25:10,3.3,50.7,8.7,8,11.3,2023-07-25T15:30:00,2023-07-25T10:00:00,1690279200
29,77,2023-07-25:09,3,51,7,7,11,2023-07-25T14:30:00,2023-07-25T09:00:00,1690275600
25,77,2023-07-25:08,3,49,7,6,11,2023-07-25T13:30:00,2023-07-25T08:00:00,1690272000
22,77,2023-07-25:07,3,47,7,5,11,2023-07-25T12:30:00,2023-07-25T07:00:00,1690268400
25,77,2023-07-25:06,3,45,7,6,11,2023-07-25T11:30:00,2023-07-25T06:00:00,1690264800
25,76.7,2023-07-25:05,3,41,6,6,10.7,2023-07-25T10:30:00,2023-07-25T05:00:00,1690261200
25,76.3,2023-07-25:04,3,37,5,3.75,10.3,2023-07-25T09:30:00,2023-07-25T04:00:00,1690257600
15,76,2023-07-25:03,3,33,4,1,10,2023-07-25T08:30:00,2023-07-25T03:00:00,1690254000
17,72.7,2023-07-25:02,3.3,32.3,3.3,2.5,10.3,2023-07-25T07:30:00,2023-07-25T02:00:00,1690250400
15,69.3,2023-07-25:01,3.7,31.7,2.7,2,10.7,2023-07-25T06:30:00,2023-07-25T01:00:00,1690246800
14,66,2023-07-25:00,4,31,2,1.5,11,2023-07-25T05:30:00,2023-07-25T00:00:00,1690243200
15,69,2023-07-24:23,4.3,33,2.7,2,11.7,2023-07-25T04:30:00,2023-07-24T23:00:00,1690239600
25,72,2023-07-24:22,4.7,35,3.3,2.5,12.3,2023-07-25T03:30:00,2023-07-24T22:00:00,1690236000
50,75,2023-07-24:21,5,37,4,3,13,2023-07-25T02:30:00,2023-07-24T21:00:00,1690232400
52,80.7,2023-07-24:20,5.7,39,5,3.75,13.7,2023-07-25T01:30:00,2023-07-24T20:00:00,1690228800
50,86.3,2023-07-24:19,6.3,41,6,4.5,14.3,2023-07-25T00:30:00,2023-07-24T19:00:00,1690225200
54,92,2023-07-24:18,7,43,7,5.25,15,2023-07-24T23:30:00,2023-07-24T18:00:00,1690221600
37,97,2023-07-24:17,7.7,43,8.7,6.5,15.3,2023-07-24T22:30:00,2023-07-24T17:00:00,1690218000
46,102,2023-07-24:16,8.3,43,10.3,7.75,15.7,2023-07-24T21:30:00,2023-07-24T16:00:00,1690214400
61,107,2023-07-24:15,9,43,12,9,16,2023-07-24T20:30:00,2023-07-24T15:00:00,1690210800
52,105.3,2023-07-24:14,8.3,42,13.3,13,16,2023-07-24T19:30:00,2023-07-24T14:00:00,1690207200
54,103.7,2023-07-24:13,7.7,41,14.7,14,16,2023-07-24T18:30:00,2023-07-24T13:00:00,1690203600
56,102,2023-07-24:12,7,40,16,15,16,2023-07-24T17:30:00,2023-07-24T12:00:00,1690200000
46,95.3,2023-07-24:11,6,41,13.3,11,14.3,2023-07-24T16:30:00,2023-07-24T11:00:00,1690196400
42,88.7,2023-07-24:10,5,42,10.7,10,12.7,2023-07-24T15:30:00,2023-07-24T10:00:00,1690192800
33,82,2023-07-24:09,4,43,8,8,11,2023-07-24T14:30:00,2023-07-24T09:00:00,1690189200
25,82.7,2023-07-24:08,4.3,39,7.3,6,11.3,2023-07-24T13:30:00,2023-07-24T08:00:00,1690185600
21,83.3,2023-07-24:07,4.7,35,6.7,5,11.7,2023-07-24T12:30:00,2023-07-24T07:00:00,1690182000
14,84,2023-07-24:06,5,31,6,1,12,2023-07-24T11:30:00,2023-07-24T06:00:00,1690178400
14,80.7,2023-07-24:05,5,30,5.3,1,11.7,2023-07-24T10:30:00,2023-07-24T05:00:00,1690174800
13,77.3,2023-07-24:04,5,29,4.7,3,11.3,2023-07-24T09:30:00,2023-07-24T04:00:00,1690171200
17,74,2023-07-24:03,5,28,4,4,11,2023-07-24T08:30:00,2023-07-24T03:00:00,1690167600
25,71.7,2023-07-24:02,5.3,27.3,3.7,2.75,10.7,2023-07-24T07:30:00,2023-07-24T02:00:00,1690164000
33,69.3,2023-07-24:01,5.7,26.7,3.3,2.5,10.3,2023-07-24T06:30:00,2023-07-24T01:00:00,1690160400
42,67,2023-07-24:00,6,26,3,2.25,10,2023-07-24T05:30:00,2023-07-24T00:00:00,1690156800
52,67.7,2023-07-23:23,6,26.3,3,2.25,11,2023-07-24T04:30:00,2023-07-23T23:00:00,1690153200
50,68.3,2023-07-23:22,6,26.7,3,2.25,12,2023-07-24T03:30:00,2023-07-23T22:00:00,1690149600
50,69,2023-07-23:21,6,27,3,2.25,13,2023-07-24T02:30:00,2023-07-23T21:00:00,1690146000
37,74.7,2023-07-23:20,6.7,28.3,4,3,14.3,2023-07-24T01:30:00,2023-07-23T20:00:00,1690142400
25,80.3,2023-07-23:19,7.3,29.7,5,3.75,15.7,2023-07-24T00:30:00,2023-07-23T19:00:00,1690138800
21,86,2023-07-23:18,8,31,6,5,17,2023-07-23T23:30:00,2023-07-23T18:00:00,1690135200
25,92.3,2023-07-23:17,8.3,32,6.7,6,16.7,2023-07-23T22:30:00,2023-07-23T17:00:00,1690131600
21,98.7,2023-07-23:16,8.7,33,7.3,5,16.3,2023-07-23T21:30:00,2023-07-23T16:00:00,1690128000
17,105,2023-07-23:15,9,34,8,4,16,2023-07-23T20:30:00,2023-07-23T15:00:00,1690124400
21,96.3,2023-07-23:14,7.7,37,7.3,5,14,2023-07-23T19:30:00,2023-07-23T14:00:00,1690120800
25,87.7,2023-07-23:13,6.3,40,6.7,6,12,2023-07-23T18:30:00,2023-07-23T13:00:00,1690117200
25,79,2023-07-23:12,5,43,6,6,10,2023-07-23T17:30:00,2023-07-23T12:00:00,1690113600
25,76.7,2023-07-23:11,4,48,6.7,6,10,2023-07-23T16:30:00,2023-07-23T11:00:00,1690110000
25,74.3,2023-07-23:10,3,53,7.3,6,10,2023-07-23T15:30:00,2023-07-23T10:00:00,1690106400
27,72,2023-07-23:09,2,58,8,4,10,2023-07-23T14:30:00,2023-07-23T09:00:00,1690102800
25,73,2023-07-23:08,2.3,52,7,6,10,2023-07-23T13:30:00,2023-07-23T08:00:00,1690099200
25,74,2023-07-23:07,2.7,46,6,6,10,2023-07-23T12:30:00,2023-07-23T07:00:00,1690095600
21,75,2023-07-23:06,3,40,5,5,10,2023-07-23T11:30:00,2023-07-23T06:00:00,1690092000
37,75.3,2023-07-23:05,3.7,36.3,4.7,3.5,10,2023-07-23T10:30:00,2023-07-23T05:00:00,1690088400
42,75.7,2023-07-23:04,4.3,32.7,4.3,3.25,10,2023-07-23T09:30:00,2023-07-23T04:00:00,1690084800
37,76,2023-07-23:03,5,29,4,3,10,2023-07-23T08:30:00,2023-07-23T03:00:00,1690081200
29,74,2023-07-23:02,5.7,28,4,3,12,2023-07-23T07:30:00,2023-07-23T02:00:00,1690077600
33,72,2023-07-23:01,6.3,27,4,3,14,2023-07-23T06:30:00,2023-07-23T01:00:00,1690074000
59,70,2023-07-23:00,7,26,4,3,16,2023-07-23T05:30:00,2023-07-23T00:00:00,1690070400
46,72,2023-07-22:23,7,28.3,4.3,3.25,15.7,2023-07-23T04:30:00,2023-07-22T23:00:00,1690066800
54,74,2023-07-22:22,7,30.7,4.7,3.5,15.3,2023-07-23T03:30:00,2023-07-22T22:00:00,1690063200
61,76,2023-07-22:21,7,33,5,3.75,15,2023-07-23T02:30:00,2023-07-22T21:00:00,1690059600
65,81.7,2023-07-22:20,7,37.3,5.7,4.25,15.3,2023-07-23T01:30:00,2023-07-22T20:00:00,1690056000
59,87.3,2023-07-22:19,7,41.7,6.3,4.75,15.7,2023-07-23T00:30:00,2023-07-22T19:00:00,1690052400
65,93,2023-07-22:18,7,46,7,5.25,16,2023-07-22T23:30:00,2023-07-22T18:00:00,1690048800
54,99,2023-07-22:17,7.3,47,9,6.75,15.7,2023-07-22T22:30:00,2023-07-22T17:00:00,1690045200
50,105,2023-07-22:16,7.7,48,11,8.25,15.3,2023-07-22T21:30:00,2023-07-22T16:00:00,1690041600
50,111,2023-07-22:15,8,49,13,12,15,2023-07-22T20:30:00,2023-07-22T15:00:00,1690038000
56,103.7,2023-07-22:14,6.3,56,15.3,15,13,2023-07-22T19:30:00,2023-07-22T14:00:00,1690034400
67,96.3,2023-07-22:13,4.7,63,17.7,13.25,11,2023-07-22T18:30:00,2023-07-22T13:00:00,1690030800
69,89,2023-07-22:12,3,70,20,15,9,2023-07-22T17:30:00,2023-07-22T12:00:00,1690027200
61,87,2023-07-22:11,2.3,75,23,17,9,2023-07-22T16:30:00,2023-07-22T11:00:00,1690023600
56,85,2023-07-22:10,1.7,80,26,15,9,2023-07-22T15:30:00,2023-07-22T10:00:00,1690020000
52,83,2023-07-22:09,1,85,29,13,9,2023-07-22T14:30:00,2023-07-22T09:00:00,1690016400
46,83.7,2023-07-22:08,1.3,76.7,25,11,10.3,2023-07-22T13:30:00,2023-07-22T08:00:00,1690012800
50,84.3,2023-07-22:07,1.7,68.3,21,12,11.7,2023-07-22T12:30:00,2023-07-22T07:00:00,1690009200
42,85,2023-07-22:06,2,60,17,10,13,2023-07-22T11:30:00,2023-07-22T06:00:00,1690005600
33,82.7,2023-07-22:05,2.7,52.3,12.7,8,13,2023-07-22T10:30:00,2023-07-22T05:00:00,1690002000
33,80.3,2023-07-22:04,3.3,44.7,8.3,8,13,2023-07-22T09:30:00,2023-07-22T04:00:00,1689998400
42,78,2023-07-22:03,4,37,4,3,13,2023-07-22T08:30:00,2023-07-22T03:00:00,1689994800
33,78.7,2023-07-22:02,4.3,35.7,3.7,2.75,13.3,2023-07-22T07:30:00,2023-07-22T02:00:00,1689991200
46,79.3,2023-07-22:01,4.7,34.3,3.3,2.5,13.7,2023-07-22T06:30:00,2023-07-22T01:00:00,1689987600
25,80,2023-07-22:00,5,33,3,2.25,14,2023-07-22T05:30:00,2023-07-22T00:00:00,1689984000
33,81,2023-07-21:23,5.3,34,3.7,2.75,14,2023-07-22T04:30:00,2023-07-21T23:00:00,1689980400
25,82,2023-07-21:22,5.7,35,4.3,3.25,14,2023-07-22T03:30:00,2023-07-21T22:00:00,1689976800
50,83,2023-07-21:21,6,36,5,3.75,14,2023-07-22T02:30:00,2023-07-21T21:00:00,1689973200
42,90.3,2023-07-21:20,6.7,38.3,6.3,4.75,15.3,2023-07-22T01:30:00,2023-07-21T20:00:00,1689969600
52,97.7,2023-07-21:19,7.3,40.7,7.7,5.75,16.7,2023-07-22T00:30:00,2023-07-21T19:00:00,1689966000
29,105,2023-07-21:18,8,43,9,7,18,2023-07-21T23:30:00,2023-07-21T18:00:00,1689962400
21,107.3,2023-07-21:17,8,45,9,4,17,2023-07-21T22:30:00,2023-07-21T17:00:00,1689958800
33,109.7,2023-07-21:16,8,47,9,8,16,2023-07-21T21:30:00,2023-07-21T16:00:00,1689955200
23,112,2023-07-21:15,8,49,9,1,15,2023-07-21T20:30:00,2023-07-21T15:00:00,1689951600
24,106.3,2023-07-21:14,7,51.7,10,3,14.3,2023-07-21T19:30:00,2023-07-21T14:00:00,1689948000
25,100.7,2023-07-21:13,6,54.3,11,3,13.7,2023-07-21T18:30:00,2023-07-21T13:00:00,1689944400
26,95,2023-07-21:12,5,57,12,4,13,2023-07-21T17:30:00,2023-07-21T12:00:00,1689940800
27,91.7,2023-07-21:11,4.3,57.7,11,6,12.7,2023-07-21T16:30:00,2023-07-21T11:00:00,1689937200
46,88.3,2023-07-21:10,3.7,58.3,10,7.5,12.3,2023-07-21T15:30:00,2023-07-21T10:00:00,1689933600
54,85,2023-07-21:09,3,59,9,6.75,12,2023-07-21T14:30:00,2023-07-21T09:00:00,1689930000
29,86.3,2023-07-21:08,3.3,53.7,8.3,7,12,2023-07-21T13:30:00,2023-07-21T08:00:00,1689926400
37,87.7,2023-07-21:07,3.7,48.3,7.7,5.75,12,2023-07-21T12:30:00,2023-07-21T07:00:00,1689922800
50,89,2023-07-21:06,4,43,7,5.25,12,2023-07-21T11:30:00,2023-07-21T06:00:00,1689919200
37,86.3,2023-07-21:05,4,39.7,6.3,4.75,11,2023-07-21T10:30:00,2023-07-21T05:00:00,1689915600
29,83.7,2023-07-21:04,4,36.3,5.7,4.25,10,2023-07-21T09:30:00,2023-07-21T04:00:00,1689912000
17,81,2023-07-21:03,4,33,5,4,9,2023-07-21T08:30:00,2023-07-21T03:00:00,1689908400
25,76.7,2023-07-21:02,4,33.7,4,3,9,2023-07-21T07:30:00,2023-07-21T02:00:00,1689904800
29,72.3,2023-07-21:01,4,34.3,3,2.25,9,2023-07-21T06:30:00,2023-07-21T01:00:00,1689901200
16,68,2023-07-21:00,4,35,2,2,9,2023-07-21T05:30:00,2023-07-21T00:00:00,1689897600
16,69.3,2023-07-20:23,4.3,35,2.3,1.75,9.3,2023-07-21T04:30:00,2023-07-20T23:00:00,1689894000
21,70.7,2023-07-20:22,4.7,35,2.7,2,9.7,2023-07-21T03:30:00,2023-07-20T22:00:00,1689890400
29,72,2023-07-20:21,5,35,3,2.25,10,2023-07-21T02:30:00,2023-07-20T21:00:00,1689886800
33,75.3,2023-07-20:20,5.3,36,3.3,2.5,10.7,2023-07-21T01:30:00,2023-07-20T20:00:00,1689883200
46,78.7,2023-07-20:19,5.7,37,3.7,2.75,11.3,2023-07-21T00:30:00,2023-07-20T19:00:00,1689879600
25,82,2023-07-20:18,6,38,4,3,12,2023-07-20T23:30:00,2023-07-20T18:00:00,1689876000
25,85.7,2023-07-20:17,6.3,38,5.3,4,12.7,2023-07-20T22:30:00,2023-07-20T17:00:00,1689872400
25,89.3,2023-07-20:16,6.7,38,6.7,6,13.3,2023-07-20T21:30:00,2023-07-20T16:00:00,1689868800
18,93,2023-07-20:15,7,38,8,4,14,2023-07-20T20:30:00,2023-07-20T15:00:00,1689865200
19,90,2023-07-20:14,6.3,41.3,9,3,13.3,2023-07-20T19:30:00,2023-07-20T14:00:00,1689861600
